image/gist0/1024.jpg;baowen;64.0107,60.1471,50.8096,44.0731,39.5872,32.9992,37.4686,39.3715,34.2012,35.5807,31.8138,27.5222,34.9259,30.1705,52.0003,49.8303,89.7276,71.6939,72.6715,57.2978,52.6148,39.8876,47.5453,47.5022,38.6734,37.4476,33.8582,28.2122,45.2678,39.1048,73.9558,65.933,140.145,86.416,123.614,74.5474,80.3838,46.661,67.1993,52.6851,54.35,39.4598,51.325,32.706,72.8325,51.576,117.702,80.4174,135.397,78.0906,141.733,83.2617,106.879,54.7727,84.0372,47.0999,64.9299,31.4009,55.5856,29.7786,80.7981,44.1516,114.18,56.6287,6.27615,0.00509714,41.6591,0.447729,6.62711,0.00455148,101.899,0.405894,6.45984,0.0051338,85.0718,0.427182,6.66799,0.00423362,161.509,0.376328,15.149,62.2501,10.3006
image/gist0/1062.jpg;baowen;89.3298,91.481,63.6306,67.8263,50.5454,63.2597,48.2201,58.8743,49.7597,59.5676,47.2115,56.761,48.2343,59.396,63.5289,66.9115,93.0905,85.436,57.4534,54.0748,34.6291,37.1067,35.1795,36.9939,37.2522,38.375,35.0274,36.5552,34.866,33.2534,56.6395,48.3424,126.424,70.7695,72.5252,50.0082,34.7441,32.9576,31.7239,28.7257,32.3527,29.4013,32.8602,27.66,32.9444,25.6302,69.383,38.7891,139.361,62.9814,76.3799,37.7747,30.9784,27.8214,28.2188,26.982,28.2929,29.0884,27.8767,22.04,30.0418,22.6815,73.7901,33.8194,6.00485,0.0763763,191.5,0.510643,6.44508,0.0630937,348.742,0.392435,6.29476,0.0648796,293.474,0.403447,6.43734,0.0631004,346.984,0.392795,7.41675,59.7902,11.8079
image/gist0/1093.jpg;baowen;34.477,59.6186,31.108,54.7248,29.3524,54.1616,28.9612,51.3762,29.9918,52.5903,27.0577,48.5695,26.7934,48.3478,33.9389,60.1051,37.6647,58.6274,28.855,48.5094,26.6816,46.0731,25.1202,39.8236,25.7179,40.3254,23.2879,34.2027,25.7685,40.56,37.6943,62.0035,51.6571,63.423,41.0484,56.3226,33.2325,51.7922,28.593,36.8065,30.3544,37.8344,27.819,33.9276,32.844,46.5361,52.8859,70.4913,73.3578,69.1616,57.9808,62.6571,37.0893,48.9497,27.1479,24.6122,29.5138,28.334,21.1574,20.1117,37.6615,41.0632,75.0882,79.3393,5.6865,0.00899227,114.658,0.630126,6.06771,0.00689562,167.774,0.530618,5.86474,0.00778008,126.964,0.59005,6.08124,0.00653427,143.427,0.543326,11.5806,39.0378,12.2687
image/gist0/155.png;baowen;50.9971,69.6393,41.9093,56.521,36.2335,47.5876,49.2236,50.232,73.986,81.1593,50.9448,53.5153,36.449,46.0784,43.5404,58.733,62.6248,68.7371,48.0147,49.8537,42.5467,43.8416,64.4158,53.013,103.109,98.3819,65.1289,50.6876,43.8929,40.914,53.4274,56.6809,82.1149,72.9638,60.4982,50.2284,56.1875,46.4846,77.6042,54.1697,114.106,95.2436,72.8969,50.3977,54.6178,41.9804,67.8834,57.6288,86.2742,66.1091,55.7228,36.592,47.582,33.3032,69.3141,44.7996,90.6601,71.3622,63.1587,39.5783,50.3711,31.4383,64.6951,51.6085,7.452,0.0012946,155.25,0.314167,7.73006,0.00107797,221.721,0.262071,7.09464,0.00229795,119.461,0.423841,7.7123,0.00113207,231.11,0.263433,8.7182,59.8054,11.0498
image/gist0/205.jpg;baowen;44.7317,64.5748,38.3459,55.3838,31.3613,45.823,32.2057,47.6125,37.4076,57.7809,33.6819,51.5984,31.5964,45.4941,37.7888,54.821,56.7056,67.7349,45.7763,57.5997,35.4326,44.5414,37.0278,47.7027,43.3018,54.8564,37.5461,52.1831,35.9188,43.8415,46.4966,59.9637,78.5771,68.043,62.0029,57.0282,46.6731,42.1795,45.1738,45.0726,55.6607,58.0804,49.1711,56.6791,48.5359,47.3492,67.2818,76.4526,92.9541,64.4394,76.7487,48.8704,45.4233,27.7173,40.9451,31.8459,51.573,41.774,43.4896,32.7804,52.7899,34.3227,63.7758,44.8233,3.89637,0.309615,155.726,0.681346,4.14785,0.285446,290.453,0.63255,3.97737,0.299497,193.152,0.667381,4.17885,0.284115,276.71,0.636338,10.8008,65.2145,11.8087
image/gist0/207.jpg;baowen;66.0707,77.7726,55.9486,67.935,42.475,51.4522,36.7646,45.6698,34.1036,43.6261,37.4336,49.2227,48.1726,60.0711,58.4897,70.2144,79.3751,81.1217,66.8972,71.1348,56.5731,60.1918,54.2987,59.752,51.3583,53.8985,57.2416,63.451,67.43,72.7273,69.3329,71.9499,79.9757,66.8908,63.2464,52.6666,59.0908,53.3678,58.9374,58.8659,60.1701,45.9224,66.1645,57.9726,79.6114,74.4384,73.3594,64.5046,74.9967,43.3713,55.9598,38.1369,47.8592,40.1621,45.9882,40.3787,55.4438,38.0077,71.4809,54.3575,90.7326,74.0708,69.1743,52.7537,6.24806,0.0226488,79.9742,0.493531,6.63526,0.0206533,149.398,0.415287,6.43,0.0207743,100.392,0.460329,6.61578,0.0200872,142.158,0.446091,15.84,75.1213,11.1
image/gist0/250.jpg;baowen;80.1681,71.5675,58.2911,56.1477,47.0988,48.8236,50.1307,52.9326,51.0679,54.1955,43.514,45.0039,43.7242,45.4967,57.5725,52.3119,88.9496,66.3325,66.3366,56.2159,52.2347,45.9291,59.0941,54.7678,60.6127,55.841,49.4086,41.8444,48.7949,43.0688,64.005,46.8136,98.008,59.7268,75.4167,53.3672,46.9129,32.4689,64.0274,49.5949,66.2713,51.5616,54.2733,38.8801,52.5807,40.3105,71.3239,43.643,90.7492,43.7891,63.685,36.2399,42.8688,20.6924,48.2742,32.0883,55.293,33.4015,45.9095,28.0803,45.3091,39.0608,66.1778,39.4419,6.9531,0.00205866,83.5671,0.394045,7.42623,0.00118893,123.964,0.285358,7.19481,0.00134205,86.4394,0.315804,7.43148,0.00118978,127.625,0.287396,10.8166,42.137,12.2927
image/gist0/26.jpg;baowen;50.2727,62.2702,47.3776,59.067,42.578,53.3564,48.5876,60.5795,55.4268,66.0434,50.8402,59.3397,42.2029,50.6487,42.4079,49.3388,63.8254,62.983,60.1253,62.3706,51.1904,51.4637,57.6157,58.5328,67.7125,68.3757,61.2349,61.3663,51.6502,49.4293,53.1543,48.6767,88.4803,68.7407,81.8702,75.4162,68.0876,59.1875,70.6742,60.269,85.1704,80.1158,75.998,66.952,64.3339,57.5487,67.7024,56.5528,90.9828,52.6456,86.6689,66.5662,72.7947,54.4756,62.2647,45.2823,75.0034,57.766,74.9841,54.3719,62.6205,45.9426,66.2253,41.6327,5.94894,0.0495169,163.717,0.529336,6.13457,0.0481083,180.939,0.506858,5.86942,0.0505647,138.991,0.583991,6.14487,0.0469739,191.98,0.507978,17.0702,68.2302,11.2875
image/gist0/278.jpg;baowen;43.8729,46.5393,41.0593,44.737,39.5795,42.8455,43.5724,49.7901,54.51,62.5387,51.6439,55.1473,46.8729,50.4931,44.6865,48.3002,67.5232,64.1763,61.6071,59.6183,57.9526,56.1145,57.9479,53.8971,77.2519,72.7364,70.5302,67.1679,66.7821,63.6873,65.9801,64.4193,59.2099,55.1797,52.5709,47.246,54.8269,52.0603,60.7306,49.0006,84.7173,70.216,69.0959,57.9665,57.068,47.4801,57.7733,52.0824,29.2491,26.1484,26.2394,22.1359,30.8558,24.6799,45.5567,31.0474,73.1237,46.4221,45.4334,31.7739,30.969,22.2125,25.1924,21.9229,5.21103,0.121937,85.7284,0.514877,5.37629,0.122129,139.563,0.485257,5.11798,0.128679,84.6383,0.519637,5.31296,0.122507,186.29,0.493072,18.0089,74.7878,11.173
image/gist0/321.jpg;baowen;80.8452,73.3101,77.605,68.8165,75.6996,68.3384,83.78,72.0296,91.7505,82.2448,81.8035,70.5443,76.3179,68.4912,77.9468,69.1691,58.2948,54.5729,54.3603,42.2371,48.5301,35.7168,54.2437,41.1449,68.0871,63.8412,58.7895,46.8242,52.8256,40.1599,53.9403,41.8933,59.7454,56.975,54.5125,38.0517,41.1928,31.5666,50.8921,43.953,74.1842,75.5841,57.0535,48.5432,45.1531,40.0871,48.7079,38.7373,55.2181,48.1588,46.8098,30.8069,40.3452,31.6447,54.1121,41.2744,78.6164,62.8925,51.6228,39.0542,39.4589,36.3918,55.1843,39.9603,6.99922,0.0064478,300.208,0.341962,7.16463,0.00594318,352.065,0.322706,6.90375,0.00671543,297.15,0.378662,7.16153,0.00562551,352.799,0.322762,11.1208,66.0517,12.8038
